    Subject           Activity tBodyAcc-mean()-X tBodyAcc-mean()-Y
142        -0.9881116      -0.977954005       -0.97127765
143        -0.9607387      -0.967298519       -0.96995868
144        -0.9826517      -0.960299551       -0.98170136
145        -0.4011588      -0.604032097       -0.56277525
146        -0.4890118      -0.433673384       -0.56419561
147        -0.2888248      -0.523377915       -0.44378045
    tBodyGyroJerk-std()-X tBodyGyroJerk-std()-Y
1             -0.20742185           -0.30446851
2             -0.61478651           -0.60169666
3             -0.48702734           -0.23882483
4             -0.99173159           -0.98951807
5             -0.99296115           -0.99518828
6             -0.91860852           -0.96790724
7             -0.38954983           -0.63414044
8             -0.46485436           -0.64549134
9             -0.24394059           -0.46939670
10            -0.98970902           -0.99088961
11            -0.98079758           -0.98481683
12            -0.99323585           -0.98956754
13            -0.38592299           -0.63908798
14            -0.50727076           -0.77577414
15            -0.28568316           -0.68094734
16            -0.97254691           -0.97863591
17            -0.94093764           -0.96843375
18            -0.98032865           -0.98676274
19            -0.49234107           -0.80741994
20            -0.53366680           -0.84072275
21            -0.39599549           -0.81685824
22            -0.96989973           -0.98444136
23            -0.94963388           -0.97606517
24            -0.97510320           -0.98685563
25            -0.35768140           -0.57143812
26            -0.30524520           -0.63182205
27            -0.41130222           -0.51459149
28            -0.96603701           -0.97543391
29            -0.94193004           -0.96117774
30            -0.98342226           -0.98375948
31            -0.18260093           -0.41639025
32            -0.18676329           -0.48649412
33             0.03933880           -0.19350841
34            -0.94371480           -0.96178073
35            -0.94642359           -0.96242216
36            -0.93961161           -0.95862882
37            -0.21166730           -0.17413641
38            -0.61681266           -0.67124374
39            -0.51073102           -0.29952021
40            -0.97436905           -0.98102468
41            -0.96598340           -0.97683776
42            -0.97383723           -0.97648373
43            -0.24608275           -0.42805570
44            -0.40507069           -0.42467567
45            -0.26788790           -0.07045265
46            -0.99326465           -0.98887628
47            -0.98157309           -0.98550877
48            -0.96992408           -0.97418645
49            -0.52698531           -0.54920023
50            -0.66041953           -0.70860477
51            -0.50966931           -0.44860245
52            -0.96453235           -0.97192745
53            -0.94910569           -0.97503653
54            -0.94532903           -0.96217024
55            -0.36606372           -0.50968333
56            -0.42729134           -0.60462906
57            -0.41698614           -0.47165098
58            -0.99232666           -0.99258449
59            -0.95036755           -0.97644502
60            -0.96590058           -0.96662104
61            -0.54161640           -0.73799376
62            -0.66043134           -0.80945944
63            -0.53437495           -0.68459332
64            -0.99050152           -0.98855482
65            -0.98669040           -0.99557163
66            -0.98172484           -0.99084572
67            -0.39080724           -0.58129069
68            -0.54999919           -0.76119561
69            -0.27860816           -0.51747911
70            -0.97732993           -0.97934783
71            -0.95541564           -0.97119549
72            -0.96719820           -0.96590037
73            -0.21681207           -0.35776090
74            -0.63103758           -0.67880592
75            -0.46373667           -0.25916325
76            -0.99137102           -0.99177335
77            -0.97846512           -0.98098266
78            -0.98140474           -0.97885475
79            -0.57175991           -0.53673770
80            -0.64661103           -0.37147972
81            -0.53700210           -0.28431802
82            -0.99028424           -0.98691132
83            -0.96994888           -0.97069296
84            -0.97027496           -0.96804289
85            -0.28376799           -0.70240294
86            -0.52553395           -0.76305351
87            -0.45598076           -0.57496412
88            -0.99288904           -0.99031331
89            -0.97151431           -0.98810741
90            -0.97392395           -0.98048283
91            -0.67588972           -0.71223775
92            -0.70726417           -0.77471907
93            -0.62367602           -0.58342178
94            -0.98958328           -0.99062179
95            -0.98710232           -0.99258944
96            -0.98583546           -0.98904658
97            -0.43129615           -0.56020349
98            -0.60604434           -0.67672285
99            -0.52680183           -0.57214473
100           -0.99525594           -0.99498188
101           -0.98925720           -0.99369991
102           -0.98079237           -0.98313560
103           -0.57813397           -0.69492579
104           -0.76068903           -0.82887217
105           -0.67671618           -0.75260862
106           -0.99417019           -0.99422416
107           -0.98197097           -0.99115197
108           -0.99610444           -0.99054764
109            0.08011865           -0.29159483
110           -0.23937641           -0.49212222
111            0.17914865           -0.01462992
112           -0.98846475           -0.98746592
113           -0.97512669           -0.98809667
114           -0.97610566           -0.98460773
115           -0.25322745           -0.12755409
116           -0.47110768           -0.39398862
117           -0.24923510           -0.33456879
118           -0.97741491           -0.97968410
119           -0.92164424           -0.94763307
120           -0.98928358           -0.98154006
121           -0.23890831           -0.48285431
122           -0.57354184           -0.60446960
123           -0.54964832           -0.44242684
124           -0.98947297           -0.98972266
125           -0.97186649           -0.97681589
126           -0.98464372           -0.98199850
127           -0.22665640           -0.65187547
128           -0.39669922           -0.70425541
129           -0.26484805           -0.64028007
130           -0.98567125           -0.98027562
131           -0.94971603           -0.98490013
132           -0.97209260           -0.98048417
133           -0.36396943            0.29594593
134           -0.54831888           -0.49351412
135           -0.32301570            0.14665012
136           -0.98708463           -0.98072745
137           -0.97277070           -0.97250952
138           -0.98502785           -0.97942776
139           -0.49077346           -0.51424657
140           -0.64048954           -0.64664437
141           -0.35844455           -0.51932674
142           -0.99144201           -0.98978081
143           -0.97585681           -0.98198357
144           -0.97986572           -0.97809131
145           -0.50795709           -0.79963538
146           -0.69385490           -0.83969914
147           -0.43013439           -0.81044454
    tBodyGyroJerk-std()-Z tBodyAccMag-std() tGravityAccMag-std()
1            -0.404255453       -0.21968865          -0.21968865
2            -0.606332002       -0.32497093          -0.32497093
